,词语,情感分类,得分
20481,沐猴衣冠,NN,-6.0
20482,拿腔作调,NN,-6.0
20483,恼羞变怒,,-6.0
20484,泥名失实,NN,-5.0
20485,年高望重,PH,5.0
20486,鸟惊鱼散,NC,-7.0
20487,宁可玉碎，不能瓦全,PH,6.0
20488,弄鬼掉猴,NN,-5.0
20489,呕心滴血,PH,6.0
20490,攀龙讬凤,NN,-6.0
20491,烹狗藏弓,NN,-7.0
20492,行不从径,NN,-5.0
20493,形孤影寡,NB,7.0
20494,胸有悬镜,PH,7.0
20495,朽木难彫,NN,-7.0
20496,雪操冰心,PH,9.0
20497,雅人清致,PH,9.0
20498,言清行浊,NN,-7.0
20499,研精竭虑,PH,7.0
20500,掩耳盗钟,NN,-7.0
20501,鞅鞅不乐,NE,-7.0
20502,阳春有脚,PH,7.0
20503,摇头稾脑,NN,-7.0
20504,野鹤闲云,PA,7.0
20505,说闲话,NN,-5.0
20506,私窝子,ND,-5.0
20507,死气白赖,ND,-5.0
20508,松气,NN,0.0
20509,算帐,ND,-5.0
20510,贪脏,NN,-5.0
20511,风吹浪打,NB,0.0
20512,逢吉丁辰,PA,5.0
20513,凤狂龙躁,NE,0.0
20514,凤翥鹏翔,PH,9.0
20515,凤叹虎视,PH,9.0
20516,否去泰来,PA,5.0
20517,肤见謭识,NN,-5.0
20518,浮家泛宅,PA,7.0
20519,福善祸淫,NC,-5.0
20520,孚尹旁达,PH,7.0
20521,俯首戢耳,PE,9.0
20522,付诸东流,NJ,-7.0
20523,负义忘恩,ND,-9.0
20524,附凤攀龙,NN,-7.0
20525,富国裕民,PE,9.0
20526,腹心相照,PH,9.0
20527,腹热肠慌,NI,0.0
20528,概日凌云,PH,9.0
20529,乾脆利索,PH,5.0
20530,甘雨随车,PH,7.0
20531,感今惟昔,PF,7.0
20532,高人一等,PD,7.0
20533,高不輳低不就,NE,7.0
20534,高步阔视,PH,7.0
20535,高朋满座,PA,7.0
20536,高鸟尽良弓藏,NN,-7.0
20537,膏场绣澮,PE,5.0
20538,歌舞昇平,PA,9.0
20539,革故鼎新,PH,7.0
20540,革旧鼎新,PH,7.0
20541,格杀无论,,0.0
20542,根蟠节错,ND,-7.0
20543,公正廉洁,PH,7.0
20544,公报私雠,NN,-5.0
20545,功盖天下,PH,9.0
20546,躬先士卒,PH,7.0
20547,共贯同条,PH,7.0
20548,狗仗官势,ND,-9.0
20549,狗肺狼心,ND,-9.0
20550,狗彘不如,ND,-9.0
20551,诟龟呼天,,0.0
20552,铁拳,PD,5.0
20553,停闭,NJ,-5.0
20554,通缉,NC,-5.0
20555,统率,PG,7.0
20556,偷闲,NE,-5.0
20557,头绪,PB,3.0
20558,图腾,PD,9.0
20559,土皇帝,NN,-9.0
20560,推举,PG,9.0
20561,推延,NJ,-5.0
20562,权能,PD,0.0
20563,劝降,NE,0.0
20564,确信,PE,0.0
20565,禳解,PE,0.0
20566,扰动,NI,0.0
20567,热呼呼,PA,0.0
20568,人儿,PH,5.0
20569,人品,PH,0.0
20570,人事,NG,-5.0
20571,仁弟,PD,0.0
20572,认罪,NG,-7.0
20573,仍旧,PH,0.0
20574,荣归,PH,7.0
20575,容留,PE,0.0
20576,柔韧,PH,3.0
20577,如弟,PD,0.0
20578,儒教,PD,0.0
20579,入骨,PH,9.0
20580,软禁,NE,-5.0
20581,润例,PE,0.0
20582,私党,ND,-5.0
20583,私生子,ND,-5.0
20584,肃立,PD,5.0
20585,贪污犯,NN,-5.0
20586,肠伤寒,NI,-5.0
20587,唱独角戏,NN,-5.0
20588,超额利润,PA,7.0
20589,超重,NE,-5.0
20590,沉迷,NJ,-5.0
20591,成效,PE,5.0
20592,吃不服,NE,-7.0
20593,吃得消,PE,5.0
20594,痴长,PD,5.0
20595,能耐,PH,5.0
20596,弩钝,NN,-5.0
20597,寒心酸鼻,NC,-7.0
20598,难分难合,PB,8.0
20599,惜玉怜香,PB,6.0
20600,唇齿相依,PB,7.0
20601,新仇旧恨,,-7.0
20602,报本反始,PD,7.0
20603,天覆地载,PD,7.0
20604,讽一劝百,PH,8.0
20605,能言巧辩,PH,7.0
20606,下阪走丸,PH,7.0
20607,要言不烦,PH,7.0
20608,唇干口燥,NE,-7.0
20609,千言万语,NE,7.0
20610,夹枪带棍,ND,-8.0
20611,一诺干金,PH,7.0
20612,泛泛而谈,NE,-7.0
20613,人言籍籍,NE,-7.0
20614,知人论世,NE,-7.0
20615,争长论短,NN,-8.0
20616,自圆其说,PG,6.0
20617,说一是一,PG,6.0
20618,宜截了当,PG,6.0
20619,入室操戈,NN,-7.0
20620,空话连篇,NN,-7.0
20621,淫辞邪说,NN,-8.0
20622,辞不达意,NN,-8.0
20623,南腔北调,NN,-6.0
20624,违心之论,NN,-7.0
20625,不言而信,PH,6.0
20626,宰相肚里能撑船,PH,8.0
20627,为国捐躯 ,PH,6.0
20628,雄飞雌伏,PH,7.0
20629,非池中物,PH,6.0
20630,赤胆忠心,PH,7.0
20631,宁为五碎，不为瓦全,PH,7.0
20632,闭邪存诚,PG,7.0
20633,笔下生花,PH,5.0
20634,避凉附炎,NN,-5.0
20635,辨若悬河,PH,5.0
20636,表里为奸,NN,-5.0
20637,宾来如归,PH,5.0
20638,冰洁玉清,PH,5.0
20639,屏气吞声,NC,0.0
20640,拨乱为治,PH,5.0
20641,伯乐相马,PH,5.0
20642,捕影系风,NL,-5.0
20643,不可多得,PH,5.0
20644,不名一格,PH,5.0
20645,不知利害,NN,-5.0
20646,不脩边幅,NN,-5.0
20647,不得其所,NJ,5.0
20648,不僧不俗,NN,-5.0
20649,不讳之门,PH,5.0
20650,不手药,NN,-5.0
20651,不识起倒,NN,-5.0
20652,才高七步,PH,5.0
20653,材朽行秽,PD,0.0
20654,材优幹济,PH,5.0
20655,惨不忍言,NB,0.0
20656,参天两地,PH,5.0
20657,拆东补西,NN,-5.0
20658,搀行夺市,ND,-5.0
20659,长才广度,PH,5.0
20660,长风破浪,PH,5.0
20661,昂藏,PH,7.0
20662,巴结,NN,-5.0
20663,罢官,NE,0.0
20664,霸主,NN,-5.0
20665,败火,NE,0.0
20666,拜见,PD,5.0
20667,拜天地,PA,5.0
20668,半衰期,NB,-5.0
20669,帮腔,NN,-5.0
20670,棒喝,,-5.0
20671,包票,PE,0.0
20672,兴味素然,NE,-5.0
20673,相敬如宾,PH,5.0
20674,投传而去,PH,3.0
20675,长安居大不易,NE,-5.0
20676,咫尺之功,NN,-3.0
20677,猿鹤虫沙,NB,-5.0
20678,蝉腹龟肠,NE,-5.0
20679,裘弊金尽,NE,-5.0
20680,一无长物,NE,-5.0
20681,象箸玉杯,PE,3.0
20682,猢狲入袋,NE,-5.0
20683,巢毁卵破,NB,-5.0
20684,闷葫芦,NN,-1.0
20685,高着,PH,7.0
20686,够受的,ND,-6.0
20687,扁桃体炎,ND,-5.0
20688,变动,NI,-5.0
20689,变色龙,ND,-5.0
20690,辨客,PH,5.0
20691,辩士,PH,5.0
20692,表白,PG,3.0
20693,别提,PG,5.0
20694,摈除,ND,-5.0
20695,冰凉,NC,-5.0
20696,兵器,NC,-3.0
20697,病案,ND,-5.0
20698,病房,ND,-5.0
20699,病魔,NC,-7.0
20700,病院,NC,-5.0
20701,波折,NE,-5.0
20702,驳回,NL,-5.0
20703,簸荡,NI,-5.0
20704,哺养,PA,7.0
20705,不迭,NI,-5.0
20706,不遑,NB,-7.0
20707,不利,NC,-5.0
20708,不期,PC,7.0
20709,不是话,NN,-7.0
20710,不惜,PH,7.0
20711,风行电照,PH,7.0
20712,风雨如晦,ND,0.0
20713,风虎云龙,PH,7.0
20714,讽德诵功,PH,5.0
20715,凤骨龙姿,PH,9.0
20716,凤歌鸾舞,PH,9.0
20717,凤臆龙鬐,PH,9.0
20718,奉为至宝,PB,9.0
20719,否终则泰,PA,5.0
20720,跗萼联芳,PH,7.0
20721,扶危定倾,PH,9.0
20722,浮石沈木,NN,-5.0
20723,浮笔浪墨,NN,-5.0
20724,抚今悼昔,PF,0.0
20725,拊膺顿足,NB,0.0
20726,俛拾仰取,PH,9.0
20727,负才任气,NN,-7.0
20728,负荆谢罪,NG,9.0
20729,负德背义,ND,-9.0
20730,附影附声,NN,-7.0
20731,富国彊兵,PE,9.0
20732,腹背之毛,NJ,0.0
20733,改行从善,PH,7.0
20734,乾啼湿哭,PH,9.0
20735,肝心涂地,ND,0.0
20736,肝髓流野,NC,-9.0
20737,感恩怀德,PH,9.0
20738,高才卓识,PD,7.0
20739,高自标树,NL,5.0
20740,高位厚禄,PA,7.0
20741,高官重禄,PA,7.0
20742,高情远致,PH,9.0
20743,高谈大论,NN,-7.0
20744,膏脣拭舌,NN,-7.0
20745,革凡成圣,PD,7.0
20746,革面洗心,PH,7.0
20747,格不相入,NN,5.0
20748,隔皮断货,NN,-7.0
20749,各取所需,PE,5.0
20750,梗泛萍漂,NB,0.0
20751,公耳忘私,PH,7.0
20752,公道合理,PE,5.0
20753,攻苦茹酸,NB,0.0
20754,躬蹈矢石,PH,9.0
20755,贡禹弹冠,PH,7.0
20756,狗行狼心,ND,-9.0
20757,狗偷鼠窃,NN,-7.0
20758,沽名吊誉,NN,-7.0
20759,献词,PA,5.0
20760,乡谊,PB,0.0
20761,详赡,PH,0.0
20762,响晴,PH,0.0
20763,向上,PH,3.0
20764,消耗,PF,0.0
20765,小不点儿,PB,0.0
20766,小人儿,PB,5.0
20767,效命,PD,0.0
20768,笑语,PA,0.0
20769,斜路,NN,-5.0
20770,韶光,PH,5.0
20771,舍命,PH,5.0
20772,申请,PD,3.0
20773,身后,NB,-7.0
20774,深醒,PH,1.0
20775,神童,PH,7.0
20776,审美,PH,5.0
20777,升天,NB,-7.0
20778,生前,NB,-5.0
20779,胜地,PH,5.0
20780,盛装,PH,5.0
20781,失敬,PD,-5.0
20782,失陪,PD,-5.0
20783,失势,NE,-3.0
20784,失业,NE,-5.0
20785,破除,PK,7.0
20786,破相,PK,0.0
20787,扑哧,PA,0.0
20788,铺叙,PK,0.0
20789,普遍,PK,0.0
20790,萋萋,PH,6.0
20791,齐楚,PH,0.0
20792,奇兵,PH,7.0
20793,奇异,PC,0.0
20794,旗帜,PH,7.0
20795,启齿,NG,0.0
20796,起来,PA,7.0
20797,气包子,NN,0.0
20798,气性,PK,0.0
20799,弃世,PK,0.0
20800,器宇,PK,5.0
20801,千儿八百,PK,0.0
20802,芊眠,PH,3.0
20803,谦卑,PD,0.0
20804,前茅,PH,5.0
20805,掮客,PK,0.0
20806,栽诬,NN,-9.0
20807,家业调令,NB,0.0
20808,傅粉和郎,PH,0.0
20809,勇者不慎,PH,7.0
20810,状行,PH,5.0
20811,朝不某夕,NN,-3.0
20812,揽蕹吻?,PH,9.0
20813,滕蛟起凤,PH,9.0
20814,卸责,NN,-5.0
20815,谢幕,PD,0.0
20816,谢罪,NH,7.0
20817,心火,,0.0
20818,心眼儿,NN,
20819,新婚,PA,0.0
20820,新式,PB,0.0
20821,信心,PG,5.0
20822,刑辱,ND,-7.0
20823,汹汹,ND,-7.0
20824,徐图,PH,0.0
20825,紧急状态,NI,0.0
20826,惊服,PC,0.0
20827,惧内,NC,0.0
20828,加意,PH,0.0
20829,驾驭,PH,0.0
20830,坚壁,PH,1.0
20831,健儿,PD,5.0
20832,轶类超群,PH,9.0
20833,因缘为市,ND,-7.0
20834,银钩玉唾,PH,9.0
20835,淫朋狎友,NN,-5.0
20836,引虎拒狼,NN,-5.0
20837,饮水曲肱,PE,5.0
20838,饮泉清节,PH,7.0
20839,隐然敌国,PD,5.0
20840,莺歌燕语,PA,0.0
20841,鹰觑鹘望,PH,5.0
20842,郢人斤斧,PH,5.0
20843,应答如流,PH,5.0
20844,拥篲救火,NN,-5.0
20845,用心用意,PH,3.0
20846,优游岁月,PE,0.0
20847,油头滑面,ND,-5.0
20848,游刃馀地,PH,5.0
20849,有口无行,NN,-5.0
20850,有负众望,NJ,-9.0
20851,有脚书厨,PH,5.0
20852,牖中窥日,NN,-5.0
20853,迂谈阔论,NN,-3.0
20854,余食赘行,ND,-5.0
20855,余音袅袅,PH,7.0
20856,鱼目间珠,NN,-7.0
20857,鱼游燋釜,NC,0.0
20858,鱼烂土崩,NN,-7.0
20859,渔翁之利,ND,-5.0
20860,榆木圪垯,NN,-5.0
20861,与世沈浮,NN,-5.0
20862,雨顺风调,PH,5.0
20863,雨霾风障,NN,-7.0
20864,语长心重,PH,5.0
20865,玉骨冰肌,PH,7.0
20866,玉减香销,NB,0.0
20867,玉燕投怀,PA,0.0
20868,郁郁苍苍,PH,5.0
20869,遇难呈祥,PE,0.0
20870,鸳俦凤侣,PH,7.0
20871,渊蜎蠖伏,PH,7.0
20872,沅茝醴兰,PH,7.0
20873,托故,NN,-5.0
20874,万幸,PE,0.0
20875,枉驾,PD,5.0
20876,威势,PD,5.0
20877,违心,ND,-5.0
20878,各执一词,NN,0.0
20879,蒙昧无知,NN,-5.0
20880,书生气十足,NN,-5.0
20881,五谷不分,NN,-5.0
20882,饭坑酒囊,NN,-7.0
20883,黔驴之技,NN,-5.0
20884,略识之无,NN,-3.0
20885,不识大体,NN,-3.0
20886,皮相之谈,NN,-5.0
20887,只看见树木，不看见森林,NN,-5.0
20888,鸡鹜争食,NN,-5.0
20889,不可教训,NN,-5.0
20890,指东画西,NN,-3.0
20891,东摇西摆,NN,-5.0
20892,星驰电走,PH,0.0
20893,藏踪蹑迹,NC,0.0
20894,执两用中,PH,5.0
20895,就事论事,NN,-3.0
20896,想方设法,PH,
20897,丁是丁，卯是卯,PH,5.0
20898,循名责实,PH,5.0
20899,予取于求,NN,-5.0
20900,一本正经,NN,
20901,浮光掠影,NN,-5.0
20902,以意为之,NN,-5.0
20903,画地而趋,NN,-3.0
20904,风雨无阻,PH,5.0
20905,贻人口实,NN,0.0
20906,满腔热忱,PH,7.0
20907,不在其位，不谋其政,NN,-5.0
20908,虚与委蛇,NN,-5.0
20909,令人起敬,PD,5.0
20910,一瓣心香,PB,5.0
20911,半推半就,NN,-5.0
20912,不以为奇,PE,0.0
20913,仑皇失措,NI,0.0
20914,附骥名彰,NN,-5.0
20915,割席分坐,,0.0
20916,不甘后人,PH,5.0
20917,伺瑕抵蠙,NN,-5.0
20918,驷马轩车,PH,
20919,松枝挂剑,PH,7.0
20920,宋才潘面,PH,9.0
20921,送往视居,PE,3.0
20922,搜根剔齿,NN,-7.0
20923,夙世冤家,PB,0.0
20924,速战速决,PH,7.0
20925,随方逐圆,NN,-5.0
20926,随车致雨,PH,9.0
20927,随风逐浪,NN,-7.0
20928,随乡入俗,PH,0.0
20929,岁不我与,NB,-7.0
20930,遂心满意,PA,7.0
20931,碎玉零玑,PH,5.0
20932,碎琼乱玉,PB,0.0
20933,所向皆靡,PH,9.0
20934,太公钓鱼，原者上钩,NN,0.0
20935,贪欲无艺,NN,-7.0
20936,谈吐生风,PH,7.0
20937,谈霏玉屑,PH,9.0
20938,坦然自若,PE,9.0
20939,探赜钩深,PH,3.0
20940,堂堂一表,PH,9.0
20941,韬光敛彩,PH,3.0
20942,桃夭李艳,PH,5.0
20943,桃李门墙,PD,7.0
20944,桃腮柳眼,PH,7.0
20945,讨类知原,PH,3.0
20946,腾腾兀兀,NN,-5.0
20947,啼天哭地,NB,-9.0
20948,体贴入妙,PH,9.0
20949,替古人担忧,NN,-5.0
20950,擿埴索涂,PH,0.0
20951,天之僇民,NN,-9.0
20952,天地剖判,PH,9.0
20953,天空海阔,PH,9.0
20954,天崩地陷,NC,-7.0
20955,天无绝人之路,PG,7.0
20956,天网恢恢,PG,7.0
20957,添油炽薪,NN,-7.0
20958,恬言柔舌,PB,
20959,挑三检四,NN,-5.0
20960,条脩叶贯,PH,5.0
20961,铁板铜弦,PH,7.0
20962,铁肠石心,PH,
20963,铁壁铜墙,PH,9.0
20964,通才硕学,PH,9.0
20965,通文达艺,PH,7.0
20966,通风讨信,NN,-7.0
20967,通险暢机,PH,5.0
20968,同仇敌慨,PH,7.0
20969,同心共济,PH,7.0
20970,同心竭力,PH,7.0
20971,同垂不朽,PH,9.0
20972,同恶相助,PH,0.0
20973,同德协力,PH,5.0
20974,铜山铁壁,PH,9.0
20975,铜驼草莽,NB,-7.0
20976,偷闲躲静,NN,-5.0
20977,头昏目眩,NE,0.0
20978,头破血出,NB,-7.0
20979,头痛灸头，脚痛灸脚,NN,-5.0
20980,投木报琼,PH,7.0
20981,投梭之拒,PH,1.0
20982,滑腻,PH,5.0
20983,患难,NB,0.0
20984,黄色音乐,NN,-5.0
20985,辉赫,PH,0.0
20986,回嘴,NN,0.0
20987,黔驴技孤,NN,-5.0
20988,锵金铿玉,PH,5.0
20989,强记博闻,PH,7.0
20990,墙头马上,PA,7.0
20991,敲骨榨髓,NN,-9.0
20992,巧不可阶,PH,7.0
20993,切理厌心,PA,5.0
20994,禽息鸟视,NN,-7.0
20995,青肝碧血,PH,7.0
20996,轻身重义,PH,7.0
20997,轻财重士,PH,5.0
20998,轻薄无礼,NN,-5.0
20999,清新俊逸,PH,7.0
21000,擎天架海,PH,9.0
21001,曲学阿世,NN,-7.0
21002,去危就安,PE,0.0
21003,劝善戒恶,PH,5.0
21004,鹊反鸾惊,PH,7.0
21005,鹊垒巢鸠,NN,-5.0
21006,惹是招非,NN,-3.0
21007,人生若寄,NB,-3.0
21008,人情汹汹,NI,0.0
21009,任凭风浪起，稳坐钓鱼台,PH,5.0
21010,日角龙颜,PH,5.0
21011,日新月著,PH,7.0
21012,镕今铸古,PH,5.0
21013,柔远绥怀,PH,0.0
21014,如天之福,PA,0.0
21015,如虎生翼,PH,0.0
21016,如渴如饥,PK,0.0
21017,如履平地,PA,0.0
21018,辱身败名,NN,-7.0
21019,入孝出悌,PH,5.0
21020,锐挫气索,NJ,0.0
21021,塞井夷灶,PH,5.0
21022,三分像人，七分像鬼,ND,-5.0
21023,三好两歹,NB,-5.0
21024,三风十愆,ND,-7.0
21025,三期贤佞,NN,-5.0
21026,三谏之义,PH,5.0
21027,散兵游勇,NN,-3.0
21028,桑廕未移,PH,5.0
21029,杀人如蒿,ND,-7.0
21030,山河易改，本性难移,NN,-7.0
21031,删华就素,PH,5.0
21032,善始令终,PH,5.0
21033,伤言扎语,NN,-5.0
21034,赏高罚下,PH,5.0
21035,上下同欲,PH,5.0
21036,少条失教,NN,-5.0
21037,设心处虑,NN,-5.0
21038,射影含沙,NN,-5.0
21039,身名两泰,PA,5.0
21040,身寄虎吻,NC,0.0
21041,深入显出,PH,5.0
21042,深文傅会,ND,-5.0
21043,深根固柢,PH,
21044,深猷远计,PH,5.0
21045,神不附体,NI,-5.0
21046,神兵天将,PH,5.0
21047,神怡心旷,PA,5.0
21048,神流气鬯,PA,5.0
21049,神丧胆落,NC,-9.0
21050,神驰力困,PF,0.0
21051,神龙马壮,PH,7.0
21052,失之毫釐，差之千里,NN,-5.0
21053,失张冒势,NN,0.0
21054,诗书发冢,NN,-5.0
21055,刺杀,ND,-7.0
21056,凑巧,PB,0.0
21057,催命,ND,-9.0
21058,打扰,NE,-5.0
21059,大年夜,PA,7.0
21060,保不齐,NL,5.0
21061,报偿,PD,7.0
21062,抱佛脚,NI,-5.0
21063,暴客,ND,-7.0
21064,备荒,PH,0.0
21065,被难,NB,0.0
21066,贲临,PB,5.0
21067,逼宫,ND,0.0
21068,比配,PA,0.0
21069,必要,PG,3.0
21070,辟易,NC,0.0
21071,避乱,NC,0.0
21072,鞭打,NC,0.0
21073,误会,NN,0.0
21074,牺牲品,,0.0
21075,膝行,NC,0.0
21076,洗雪,PE,0.0
21077,喜鹊,PA,0.0
21078,细发,PH,0.0
21079,狭隘,ND,-5.0
21080,下脚货,NN,-3.0
21081,仙丹,PH,3.0
21082,纤悉,PH,3.0
21083,鲜亮,PH,0.0
21084,闲气,,0.0
21085,闲职,ND,0.0
21086,显荣,PH,5.0
21087,险峰,PH,0.0
21088,现代化,PH,3.0
21089,陷阵,PH,3.0
21090,撒欢儿,PA,0.0
21091,三花脸,NN,-5.0
21092,散戏,NB,0.0
21093,丧亡,NB,0.0
21094,扫帚星,ND,-5.0
21095,杀伤,ND,0.0
21096,煞白,NC,0.0
21097,讪脸,NN,-5.0
21098,善男信女,PH,1.0
21099,伤俘,NB,0.0
21100,商谈,PD,0.0
21101,赏鉴,PB,3.0
21102,上策,PH,3.0
21103,上供,PD,0.0
21104,上手,PH,7.0
21105,紧要,NI,0.0
21106,惊厥,NC,0.0
21107,负荆,NH,7.0
21108,技痒,PK,0.0
21109,夹棍,ND,0.0
21110,驾御,PH,0.0
21111,健将,PD,5.0
21112,仪表,PH,3.0
21113,已决犯,NN,-7.0
21114,义学,PH,5.0
21115,异己分子,ND,0.0
21116,夤缘,NN,-7.0
21117,膺惩,PH,0.0
21118,愈合,PA,5.0
21119,元首,PD,9.0
21120,原始积累,ND,0.0
21121,圆寂,NB,7.0
21122,远征,PH,0.0
21123,约请,PD,0.0
21124,越级,NN,-5.0
21125,殒灭,NB,0.0
21126,晕厥,NI,0.0
21127,宰相,PD,0.0
21128,赞语,PH,7.0
21129,造反,,-7.0
21130,刀山火海,NC,0.0
21131,一发千钧,NC,0.0
21132,不祥之兆,NC,0.0
21133,鱼网鸿离,NJ,0.0
21134,功到自然成,PG,7.0
21135,百星不如一月,NN,-5.0
21136,放长线钓大鱼,PH,0.0
21137,山木自寇,NB,0.0
21138,不得人心,NN,-7.0
21139,前功尽弃,NB,0.0
21140,有缘千里来相会,PA,7.0
21141,口角春风,NN,-5.0
21142,为人说项　,PH,5.0
21143,大水冲了龙王庙　,NJ,-5.0
21144,两小无猜　,PA,7.0
21145,少小无猜　,PA,7.0
21146,贻笑大方　,NN,-5.0
21147,樗栎庸材　,NN,-5.0
21148,鹊笑鸠舞　,PA,7.0
21149,一路福星　,PA,5.0
21150,醉酒饱德　,PH,5.0
21151,粉妆玉琢,PH,5.0
21152,汹涌澎湃,PH,7.0
21153,人杰地灵,PH,7.0
21154,行不得也哥哥,NB,0.0
21155,天各一方,NB,0.0
21156,桂子飘香,PA,5.0
21157,万家灯火,PA,0.0
21158,通都大邑,PH,0.0
21159,奇花异卉,PH,5.0
21160,灵丹圣药,PH,5.0
21161,稀世之珍,PH,9.0
21162,偷安旦夕,NN,-7.0
21163,财运,PB,5.0
21164,参合,PH,0.0
21165,残生,NB,0.0
21166,查封,NN,-5.0
21167,羼杂,ND,-7.0
21168,引咎责躬,PH,5.0
21169,饮水思源,PH,5.0
21170,饮气吞声,,0.0
21171,隐鳞戢羽,PD,5.0
21172,鹰心雁爪,PH,5.0
21173,迎门请盗,PH,5.0
21174,郢人斤斫,PH,5.0
21175,应答如响,PH,5.0
21176,庸中皦皦,PH,5.0
21177,用管窥天,NN,-5.0
21178,忧公忘私,PH,5.0
21179,油头滑脸,ND,-5.0
21180,游戏人世,NN,-5.0
21181,有文无行,NN,-5.0
21182,有恃毋恐,NN,-7.0
21183,有头有脑,PH,5.0
21184,又弱一个,NB,0.0
21185,于安思危,PH,5.0
21186,余桃啖君,NN,-5.0
21187,余勇可贾,PH,5.0
21188,鱼沉雁落,PH,9.0
21189,鱼质龙文,NN,-7.0
21190,鱼烂瓦解,NN,-7.0
21191,渔翁得利,ND,-5.0
21192,榆木疙瘩,NN,-5.0
21193,与世长辞,NB,0.0
21194,雨零星散,NJ,0.0
21195,禹惜寸阴,PH,7.0
21196,语重心沉,PH,7.0
21197,玉食锦衣,NN,-5.0
21198,玉碎香销,NB,0.0
21199,玉树琼枝,PH,7.0
21200,郁郁累累,NE,0.0
21201,鬻良杂苦,NN,-5.0
21202,渊涓蠖濩,PH,7.0
21203,渊图远算,PH,7.0
21204,非我族类，其心必异,NN,-7.0
21205,各从其志,NN,-3.0
21206,明珠暗投,NN,-7.0
21207,认奴作郎,NN,-5.0
21208,无志,NN,-3.0
21209,不识之无,NN,-5.0
21210,一无所知,NN,0.0
21211,上不得台盘,NN,-5.0
21212,求田问舍,NN,-5.0
21213,守株待免,NN,-3.0
21214,蹑手蹑脚,NC,-5.0
21215,安步当车,PE,3.0
21216,匿影藏形,NN,0.0
21217,知止不殆,PH,3.0
21218,照猫画虎,NN,-3.0
21219,玉尺量才 ,PH,3.0
21220,言出法随,PH,3.0
21221,正颜厉色,PH,0.0
21222,心中无数,NN,-5.0
21223,金口玉言,NN,-3.0
21224,犹豫,NN,-3.0
21225,犹豫不决,NN,-5.0
21226,按部就班,NN,-3.0
21227,一笑置之,NN,
21228,闻声相思,PF,5.0
21229,折节下士,PH,5.0
21230,镇定,PH,5.0
21231,行若无事,PH,5.0
21232,依人篱下,NB,0.0
21233,柔远镇迩,PG,5.0
21234,如芒在背,NI,0.0
21235,如虎得翼,PH,
21236,如鱼似水,PA,5.0
21237,如履如临,PH,5.0
21238,如痴似醉,PA,0.0
21239,辱国殃民,NN,-5.0
21240,入吾彀中,PE,0.0
21241,软香温玉,PB,5.0
21242,锐挫望绝,NJ,0.0
21243,塞耳盗锺,NN,-5.0
21244,三户亡秦,PH,5.0
21245,三好两歉,NB,-5.0
21246,三差两错,NB,-5.0
21247,三智五猜,NN,-5.0
21248,三翻四复,NN,-5.0
21249,散言碎语,NN,-5.0
21250,丧天害理,NN,-5.0
21251,杀身成义,PH,5.0
21252,山容海纳,PH,5.0
21253,善眉善眼,PH,5.0
21254,伤风败化,NN,-5.0
21255,赏善罚否,PH,5.0
21256,上援下推,NN,-5.0
21257,少年老诚,PH,5.0
21258,设心积虑,NN,-5.0
21259,歙漆阿胶,PA,5.0
21260,身名俱泰,PA,5.0
21261,身无寸缕,NB,0.0
21262,深切著明,PH,5.0
21263,深见远虑,PH,5.0
21264,深根固蒂,PH,
21265,深图远算,PH,5.0
21266,神功圣化,PH,5.0
21267,神完气足,PH,5.0
21268,神思恍惚,NI,-5.0
21269,神牵鬼制,NJ,-5.0
21270,神短气浮,NN,-5.0
21271,神摇目夺,PH,5.0
21272,神枢鬼藏,PH,5.0
21273,神怿气愉,PA,5.0
21274,胜残去杀,PH,5.0
21275,失之毫釐，差以千里,NN,-5.0
21276,失道寡助,NN,-5.0
21277,诗情画意,PA,5.0
21278,托陈取消派,NN,-5.0
21279,拖延,NN,-5.0
21280,歪斜,ND,-5.0
21281,挽联,NB,0.0
21282,王牌,PH,7.0
21283,威力,PH,0.0
21284,违禁,NN,-5.0
21285,跼高蹐厚,NC,-7.0
21286,俱收并蓄,PB,0.0
21287,踞虎盘龙,PH,7.0
21288,镌骨铭心,PB,0.0
21289,撧耳挠腮,NI,0.0
21290,抉目东门,ND,-7.0
21291,嚼墨喷纸,PH,7.0
21292,君子好逑,PB,5.0
21293,开口见胆,PH,5.0
21294,开眉笑眼,PA,0.0
21295,岂弟君子,PH,7.0
21296,亢心憍气,NN,-3.0
21297,克逮克容,PH,5.0
21298,课嘴撩牙,NN,-5.0
21299,抠心挖肚,NE,0.0
21300,口呆目瞪,PC,0.0
21301,口诵心维,NE,0.0
21302,枯形灰心,NJ,-9.0
21303,枯蓬断草,NB,0.0
21304,刳脂剔膏,ND,-9.0
21305,快刀斩麻,PH,9.0
21306,宽洪大度,PH,9.0
21307,匡鼎解颐,PH,7.0
21308,狂嫖滥赌,NN,-9.0
21309,困心横虑,NE,0.0
21310,拉枯折朽,PH,3.0
21311,澜倒波随,NN,-3.0
21312,烂熳天真,PH,7.0
21313,狼奔兔脱,NI,-9.0
21314,狼猛蜂毒,ND,-9.0
21315,狼顾虎视,,-5.0
21316,浪蝶游蜂,NN,-5.0
21317,潦原浸天,NB,-3.0
21318,乐成人美,PH,7.0
21319,乐极生哀,NB,0.0
21320,乐善好义,PH,9.0
21321,乐尽哀生,NB,0.0
21322,傫如丧狗,NJ,0.0
21323,泪迸肠绝,NB,0.0
21324,楞眉横眼,NN,-5.0
21325,离本徼末,NN,-3.0
